,index,Unnamed: 0,posts,Mach,LSRP12,LSRP2,NRSM,languages
316,439,439,"Let us apply this theory of probability to the
Qur’an, and assume that a person has guessed
all the information that is mentioned in the
Qur’an which was unknown at that time. Let us
discuss the probability of all the guesses being
simultaneously correct.
At the time when the Qur’an was revealed,
people thought the world was flat, there are
several other options for the shape of the earth.
It could be triangular, it could be quadrangular,
pentagonal, hexagonal, heptagonal, octagonal,
spherical, etc. Lets assume there are about 30
different options for the shape of the earth. The
Qur’an rightly says it is spherical, if it was a
guess the chances of the guess being correct is
1/30.
The light of the moon can be its own light or a
reflected light. The Qur’an rightly says it is a
reflected light. If it is a guess, the chances that
it will be correct is 1/2 and the probability that
both the guesses i.e the earth is spherical and
the light of the moon is reflected light is 1/30 x
1/2 = 1/60.
Further, the Qur’an also mentions every living
thing is made of water. Every living thing can
be made up of either wood, stone, copper,
aluminum, steel, silver, gold, oxygen, nitrogen,
hydrogen, oil, water, cement, concrete, etc. The
options are say about 10,000. The Qur’an
rightly says that everything is made up of
water. If it is a guess, the chances that it will
be correct is 1/10,000 and the probability of all
the three guesses i.e. the earth is spherical,
light of moon is reflected light and everything is
created from water being correct is 1/30 x 1/2
x 1/10,000 = 1/60,000 which is equal to
about .0017%.
The Qur’an speaks about hundreds of things
that were not known to men at the time of its
revelation. Only in three options the result
is .0017%. I leave it upto you, to work out the
probability if all the hundreds of the unknown
facts were guesses, the chances of all of them
being correct guesses simultaneously and there
being not a single wrong guess. It is beyond
human capacity to make all correct guesses
without a single mistake, which itself is
sufficient to prove to a logical person that the
origin of the Qur’an is Divine.--Dr.Zakir Naik

আশা করি সবার গণিত পরীক্ষা  ভালো হোক। :-) :-) :-)",49.0,1.9,2.8,9.0,en
320,444,444,"Sahih Bukhari

Volume 1, Book 3, Number 56:

Narrated Abu Huraira:

While the Prophet was saying something in a gathering, a Bedouin came and asked him, When would the Hour (Doomsday) take place? Allah's Apostle continued his talk, so some people said that Allah's Apostle had heard the question, but did not like what that Bedouin had asked. Some of them said that Alllah's Apostle had not heard it. When the Prophet finished his speech, he said, Where is the questioner, who enquired about the Hour (Doomsday)? The Bedouin said, I am here, O Allah's Apostle. Then the Prophet said, When honesty is lost, then wait for the Hour (Doomsday). The Bedouin said, How will that be lost? The Prophet said, When the power or authority comes in the hands of unfit persons, then wait for the Hour (Doomsday.)

এই হাদীস টা কিছুদিন আগে পাইছি।এই HSC সহ বাকি তিন পাবলিক পরীক্ষায় যা হইছে তাতে বলা যায় আমাদের সহ ভবিষ্যৎ জেনারেশন এর ৭০-৮০% লোকই অসৎ।সততা হারায় গেছে।কেয়ামত তাহলে কত কাছে।প্রায় সব আলামত প্রকাশ হয়ে গেছে।
এখন শুধু দাজ্জাল আসাই বাকি আছে মনে হয়।গত দেড় বছরে আমাদের মসজিদে দাজ্জাল নিয়া কথা বলতে শুনি নাই।মাওলানা সাহেব রে বলতে হবে।",49.0,1.9,2.8,9.0,en
324,455,455,"#IUT_MARS_ROVER
#Team_ANIRBAN",59.0,2.7,2.9,13.0,en
325,457,457,Best of luck juniors.....,59.0,2.7,2.9,13.0,en
326,459,459,"#MARS_ROVER
#TEAM_IUT_AVIJATRIK
",59.0,2.7,2.9,13.0,en
333,474,474,"#IUT_BTM
#Iftar
#Our_Family",59.0,2.7,2.9,13.0,en
335,485,485,"Assalamualaikum
I'm a student of Islamic University of Technology ( IUT) , Bangladesh. The whole country's students want Quota reformation of the government jobs sector of Bangladesh.They are doing movements from 8th April and attacked by police force for nothing. Most of the people are keenly interested to reform quota but the government doesn't want to reform this, already they took control over national media so we need help of foreign media.Please come forward, the situation is beyond control.
We need you. Help us to arise a new morning

#BBC #CNN #ReformQuotaBD

( Try to repost this using the hashtags instead of sharing it 
If the hashtag trends, we can gain attention.)",59.0,2.7,2.9,13.0,en
340,500,500,"#AB+ blood needed by tomorrow 2pm.
Location:Green Life Hospital, Road-Green Road, Panthapath, Dhaka
Contact no: 01739888120 (আব্দুল কাদের)",64.0,2.4,2.4,14.0,en
341,503,503,"#IUT_CSE💜
#BrotherHood💜",64.0,2.4,2.4,14.0,en
343,505,505,Best way to Protest...😎,64.0,2.4,2.4,14.0,en
346,515,515,and Allah used an earthquake spell on Bangladesh :p :v,64.0,2.4,2.4,14.0,en
347,516,516,India gone :D :) Kohli did it in last over :p,64.0,2.4,2.4,14.0,en
351,528,528,"I believe the word ""studying"" was made from two words ""students dying"" 😕",64.0,2.4,2.4,14.0,en
353,532,532,at reunion party. had a lot fun :D,64.0,2.4,2.4,14.0,en
356,535,535,just a few moment of making the #BanglaWash :) :D :p,64.0,2.4,2.4,14.0,en
358,537,537,on bOaT aT cenTral zoO... with Energetic Noman  & Boshir,64.0,2.4,2.4,14.0,en
361,540,540,"Alhamdulillah..!
yeS, #gOt it again... #thE_schOlaRshiP :) :D",64.0,2.4,2.4,14.0,en
370,552,552,ow..really..!!??? o.O :D Mushfiqa Ferdous Meem,64.0,2.4,2.4,14.0,en
372,557,557,at CitY CeTeR,64.0,2.4,2.4,14.0,en
376,562,562,oh really...!!???   Nilanjona Naorin,64.0,2.4,2.4,14.0,en
377,563,563,Here’s my Facebook movie :) . Find yours at https://facebook.com/lookback/ #FacebookIs10,64.0,2.4,2.4,14.0,en
378,565,565,Shelfy with S M Nafi Ul (manda) :p at rickshaw....,64.0,2.4,2.4,14.0,en
379,569,569,"at the auditorium of RC...
pc:lemon",64.0,2.4,2.4,14.0,en
381,573,573,#chelfee  with an-assss  :p,64.0,2.4,2.4,14.0,en
382,574,574,"first day at College...
at first #feeling_late_and_excited :D o.O
thn #feeling_bored_bored_bored_and_hot..  o.O  :o
bt I'll remember this day forever....   :) :p",64.0,2.4,2.4,14.0,en
386,579,579,yahoo....  that 's  the  ArJeNtInA....  :) :D,64.0,2.4,2.4,14.0,en
388,581,581,"Penalty shoot start hoye gese naki....!!!!  o.O   :D :v :p   
already  5-0   :v",64.0,2.4,2.4,14.0,en
389,582,582,Rajshahi College a 146 ar ase pase kr kto roll hoise....!!????  o.O,64.0,2.4,2.4,14.0,en
390,583,583,"Alhamdulillah. 
Rajshahi College a chance paia gelam... :) :D  B|
Merite a hoia gese chance..... :o  <:P  B)",64.0,2.4,2.4,14.0,en
391,584,584,"assalamu walaykum.... frndz, plz pry for my Mother..
aj amr ammur operation holo...  Allah, tmi take taratari sustho kore dao...Ameen",64.0,2.4,2.4,14.0,en
392,585,585,"onek din por akta santir ghum dimu....
gd nyt friendzz..
have a sound sleep with wanderfull dreams....   :) ;) :p :v",64.0,2.4,2.4,14.0,en
400,602,602,"Some Stars Of Collegiate.. 	★	★	★	★
#Nightmare",64.0,2.4,2.4,14.0,en
406,610,610,"With petals of roses,
Palm full of holy water,
Light of sunshine,
Fragrance of Flowers
And
Grass with the dew
I wish a very
HAPPY EID MUBARAK TO YOU",64.0,2.4,2.4,14.0,en
407,612,612,"God wanted 2make a person full of love
He made  
MOTHER, A person full of support and encouragement
He made
FATHER, Sum1 who can offer help always.
He made
BROTHER, Sum1 to play pranks & add joy
He made
SISTER, Sum1 to care for u.
Then God decided 2make a special person who has all da qualities 2gether all in 1. . .
So He made. . .
Friends
Friendship 4evr!
""HAPPY FRIENDSHIP DAY""",64.0,2.4,2.4,14.0,en
411,618,618,"._.-'-._
.]| ' |[
.]| ' |[
.]| ' |[ ._.-^-._
.]| ' |[_(((''' )))_.-^-._
.]| ' |['''''''''''][""""""""]['''''''] 

friends let's go to mosque..and pry...",64.0,2.4,2.4,14.0,en
414,624,624,"Aj Savare je durghotona holo tate ami khub mormahoto..!!! pry 100 jon mara geche. ar ahoto onek. ALLAH, tader shanti dio",64.0,2.4,2.4,14.0,en
416,629,629,"FRIEND<<<
F=Find of love
R=Root of joy
I=Island of god
E=End of sorrow
N=Night of moonlight
D=Door of heaven
So every one needs friends..
please stay with me friends...& wih other friends...& be happy forever.",64.0,2.4,2.4,14.0,en
418,638,638,Ziya ar katich k marte isse korche... 7ta wct thakar poreo shalara ato aste bat chalai...,64.0,2.4,2.4,14.0,en
423,643,643,"12.12.12 chole gelo. Dinta normal vabei katlo.. Temon kichui holo na...abar 100 years por asbe ""_01.01.01_""",64.0,2.4,2.4,14.0,en
424,644,644,It's a big mistake..Don't do this mistake ever.,64.0,2.4,2.4,14.0,en
425,645,645,Hurra.!.!.!.!.! I'm very very happy. at last Amar 2.30 ta theke pora bad dia khela dekha ta sarthok holo......,64.0,2.4,2.4,14.0,en
427,647,647,"Notredamian Benchmate 
11710026 & 11710025",68.0,3.3,1.6,31.0,en
429,649,649,"Happy Birthday Best Friend ❤️
Since 2013 nd undergoing ..
Every ups nd downs you were beside me nd always try to support me in every critical situation..
you're the same girl forever for me please..     
I always give you too much pera  , despite the rage that you forgive me all my faults, then I think I am the most lucky man 😎
Yes, I am the most lucky man because you are not a friend! Got the best friend ..
But sorry to say that, I can not attend in your birthday this year but inshallah next week we will celebrate both birthday together    
okay!!",68.0,3.3,1.6,31.0,en
431,651,651,"Happy Birthday  চাঙ্গা.. 
You just made of my Dhaka University life so memorable in a very short time from the first day onwards.. 
And remake a position just right on the left side of my chest..  I always miss your company nd sorry for missed your birthday party because no one informed me about that plan..  No matter after your xm we will celebrate both birthday together..  Okay? 
Happy?",68.0,3.3,1.6,31.0,en
432,652,652,Happy Birthday Mrs. Zarif or  Anan Apu ❤️,68.0,3.3,1.6,31.0,en
433,653,653,"Sometimes being a brother is even better than being a superhero ..
#Nafiz_Bhai ❤️",68.0,3.3,1.6,31.0,en
434,654,654,"Blessed to have them as support in this world. Brothers, the ones I need in life the most ❤️",68.0,3.3,1.6,31.0,en
435,655,655,"Happy Birthday the Western lady..
Senti Queen of BTM
We all love u soo much so please stop send this type of      msg that tomake amra kew love kori na!  
- sami, Habibi amk bell dey na 😂
- sami tui amar sathe kono pic tulos na ..
eije dp dilam nd wish o kore dilam.
Now Happy!  
okay .. once again Happy Birthday
Take love from my heart after all friend ami material bole ktha 😝
akn treat ta sundor moto diye dio..okay ?",68.0,3.3,1.6,31.0,en
436,656,656,"Without these two brothers, the 100th photo of the Red Heaven's Diary would have been incomplete .. 
#Triplets ❤️",68.0,3.3,1.6,31.0,en
437,657,657,Charm  ❤️,68.0,3.3,1.6,31.0,en
438,658,658,"We're in the Semifinal boys :D . Though quarter final wasn't easy the penalty shootout was all about luck. Both teams played their hearts out and shout-out to Duronto16 for playing tremendously.

Best of luck Duronto16 for the admission test and hope that next year we'll see you guys wear the jerseys of the best varsities.

This years BBFC was a carbon copy of  FIFA'18 with it's unpredictable results and excitement.
Our semifinal match will be against projjolon14, here's to hoping it'll be a exciting one.

#BBFC_2018
#MyTeam2015 ❤️",68.0,3.3,1.6,31.0,en
439,659,659,"Happy Birthday Robin ❤️
And oviously I miss our trio badly .. 
A lot of memories created my college life .. 
ট্রিটটা পাওনা রইলো..",68.0,3.3,1.6,31.0,en
441,661,661,"Again MOTM 😎
And without any doubt best midfielder award will receive our CR7 ❤️
#BBFC_2018",68.0,3.3,1.6,31.0,en
443,663,663,"I Think this year best goal award will receive our CR7  ❤️
#BBFC_2018",68.0,3.3,1.6,31.0,en
452,674,674,Happy Birthday কাজল ❤️,68.0,3.3,1.6,31.0,en
453,675,675,"Seriously I am Ded..
#Shironamhin 💙",68.0,3.3,1.6,31.0,en
455,677,677,"Happy  Birthday নাসিব 
Ex provost of BTM House 😂
I Think last night you will always  remember for Prottoy Hashem bhai's 21 Khana Mair .. 🔥
#FirstPaniParty",68.0,3.3,1.6,31.0,en
456,678,678,Happy Birthday Bestie.. ❤️,68.0,3.3,1.6,31.0,en
458,681,681,"Heading to Amber Denim.. 
Eco Friendly Industry which already got gold medal for their eco system..

First experience for IUT BTM 17",68.0,3.3,1.6,31.0,en
465,688,688,"From 12 am to 6am.
A journey from IUT to Puran Dhaka. Then from Puran Dhaka to IUT.
#Halka_Chill 
@NajiraBazar,PuranDhaka..",68.0,3.3,1.6,31.0,en
466,689,689,A good friend only knows who you really are! ei meye ta e shudhu trust kore je ami single 🤔😂,68.0,3.3,1.6,31.0,en
467,690,690,Happy Birthday Bustruck,68.0,3.3,1.6,31.0,en
469,692,692,After A long Time with my Childhood Querulous property 😆,68.0,3.3,1.6,31.0,en
471,694,694,"Happy Birthday Shafil .. 
No matter what is our friendship in present time or future! 
I will always wish your every birthday nd make it special bcz of once upon a time u called me ""Bhai""..  
nd still I remember your words,  "" বন্ধু বান্ধব মানুষ নিজে হয়তো নটরডেমে পড়তে পারি নাই কিন্তু বুক ফুলাইইয়া তো বলতে পারমু আমার ভাই তানজিম ইসলাম সামি  নটরডেমে পড়ে "" And another  is ""বন্ধু বান্ধব মানুষ একটা ইচ্ছা করছস রাখমু না!  
Always take care yourself.. 
Happy Birthday Doraemon ❤️",68.0,3.3,1.6,31.0,en
476,699,699,"শুভ জন্মদিন ছোট মরিচ
Last Time I missed your ""Bogurar Doi""
Eibar jno miss na hoy okay!! 
Du te gele Bell dio 😑
Happy Birthday Again..",68.0,3.3,1.6,31.0,en
477,700,700,"Really an extraordinary performance by Cristiano Ronaldo! 
One Man Army 😎
Hattrick Hero once again!! 

#বিশ্বকাপ_জমায়_দিছে ⚽",68.0,3.3,1.6,31.0,en
479,702,702,"ব্রাজিল... :)
Photo credit: Lingkon Talukder",68.0,3.3,1.6,31.0,en
481,704,704,"Wow IUT!
Shera shera! 😎",68.0,3.3,1.6,31.0,en
483,707,707,"10 Days ! 
No matter .. 

#IUT ❤️",68.0,3.3,1.6,31.0,en
484,708,708,"Finally End of Semister Final .. 
আজকেই ঈদ 🔥",68.0,3.3,1.6,31.0,en
486,710,710,"Behind the scenes 😂
Best 🤣
Credit oviously Anika 😁",68.0,3.3,1.6,31.0,en
487,711,711,Why 😣,68.0,3.3,1.6,31.0,en
493,717,717,"The journey which started 5 months ago ❤️

#চলছে_চলুক .. 
#EndOfFirstSemister
#IUT_BTM 🔥

#Life_iz_Here 😎",68.0,3.3,1.6,31.0,en
495,720,720,Is there any country named TARC outside the Bangladesh?,68.0,3.3,1.6,31.0,en
496,721,721,"Life's good when you have such amazing players around you. ♥

#IUT_BTM17
#InterDepartmentalFootball ⚽️",68.0,3.3,1.6,31.0,en
504,730,730,"What it means to be a Family 💜

Ornob Thanks for this excellent capture

#IUT
#BTM_Venture’18 💜",68.0,3.3,1.6,31.0,en
505,731,731,"Getting Hyped
#Chills_Over_Thrills

Pic Credit: Tameem Sultan",68.0,3.3,1.6,31.0,en
506,732,732,"#Chills_Over_Thrills
#Purple_Madness💜💜",68.0,3.3,1.6,31.0,en
507,733,733,"#ChillsOverThrills
#BTMventure'18 
Are You Ready To Go?",68.0,3.3,1.6,31.0,en
510,736,736,"Birisiri 🔥

#Brothers
#Tour_101",68.0,3.3,1.6,31.0,en
515,741,741,"First Tour Of Varsity Life 
Need more than 50% ChiLL 😎

#আমরা_জোশ 🔥",68.0,3.3,1.6,31.0,en
519,745,745,"#Hashtag_Marketing_Competition
#Ad_Maker_Bangladesh_18 🎥 
#Business_Magnets",68.0,3.3,1.6,31.0,en
523,749,749,"As you know, madness is like a placidity
All it takes a little collision and the joker has just arrived... 🐸

Behind camera & edit : Shuvo
Makeup Credit    : বুয়েটিয়ান Diganta",68.0,3.3,1.6,31.0,en
526,752,752,"Really blessed enough ❤️
#BestFriend 😎",68.0,3.3,1.6,31.0,en
527,753,753,"The Brand Ambassador Of Unilever .. 
#FBS_Magnet 🐸
#NDCian #Tangaillla 

#আমরা_জোশ 😎",68.0,3.3,1.6,31.0,en
529,755,755,"Happy Birthday Benchmate ❤️
I Badly miss you .. 
Two years it can be...bt time is merely a scale to measure friendship..",68.0,3.3,1.6,31.0,en
535,761,761,"An educational institution is not a business place.
#NotOurVC
#Save_IUT",68.0,3.3,1.6,31.0,en
536,762,762,"United we stand 
#NotOurVC",68.0,3.3,1.6,31.0,en
